Year,Week,Percent of Deaths Due to Pneumonia and Influenza,Expected,Threshold,All Deaths,Pneumonia Deaths,Influenza Deaths
2009,40,7.82771697,7.23411,7.50529,46412,3484,149
2009,41,8.346070222,7.32283,7.59398,46453,3703,174
2009,42,8.598343554,7.41794,7.68906,47451,3841,239
2009,43,8.737508615,7.51805,7.78913,46432,3762,295
2009,44,8.77311492,7.62168,7.89273,47372,3858,298
2009,45,8.864183963,7.72731,7.99833,47314,3929,265
2009,46,8.444559073,7.83339,8.10437,46527,3721,208
2009,47,8.259015122,7.93837,8.20931,46422,3655,179
2009,48,8.168430741,8.0407,8.31161,47806,3779,126
2009,49,8.289388285,8.13888,8.40976,49304,3982,105
2009,50,8.287337828,8.23147,8.50232,49099,3985,84
2009,51,7.944201202,8.31712,8.58793,49105,3838,63
2009,52,8.781264486,8.39455,8.66533,49617,4310,47
2010,1,8.751813086,8.46265,8.7334,51018,4428,37
2010,2,8.79570941,8.5204,8.79111,51275,4471,39
2010,3,8.699310787,8.56694,8.83762,49912,4314,28
2010,4,8.465619388,8.60159,8.87223,48443,4072,29
2010,5,8.378328817,8.62382,8.89443,49079,4085,27
2010,6,8.312051077,8.63331,8.90389,50120,4128,38
2010,7,8.436336265,8.62989,8.90043,50484,4236,23
2010,8,8.608770147,8.61359,8.8841,50193,4291,30
2010,9,8.68010726,8.58465,8.85512,50345,4342,28
2010,10,8.775563034,8.54345,8.81389,50219,4377,30
2010,11,8.656383195,8.49058,8.76099,49270,4236,29
2010,12,8.502091357,8.42678,8.69716,48294,4081,25
2010,13,8.22625269,8.35297,8.62331,48795,3986,28
2010,14,8.367351211,8.27019,8.5405,47769,3983,14
2010,15,7.946584009,8.17963,8.44991,47102,3730,13
2010,16,7.674817675,8.08258,8.35282,46620,3569,9
2010,17,7.798095814,7.98042,8.25063,46319,3605,7
2010,18,7.647414837,7.87462,8.1448,46264,3530,8
2010,19,7.480264009,7.76669,8.03684,46362,3464,4
2010,20,7.505053168,7.65818,7.92828,45516,3413,3
2010,21,7.151336616,7.55062,7.8207,45488,3251,2
2010,22,7.203258512,7.44557,7.71561,45174,3250,4
2010,23,7.358566091,7.34453,7.61453,44968,3304,5
2010,24,7.033673017,7.24892,7.5189,45140,3173,2
2010,25,7.048912191,7.16013,7.43007,44631,3143,3
2010,26,7.046987385,7.07941,7.34931,44629,3141,4
2010,27,7.060114085,7.0079,7.27777,45580,3215,3
2010,28,6.956056451,6.94663,7.21647,44853,3115,5
2010,29,6.93734875,6.89646,7.16626,44628,3093,3
2010,30,6.682324247,6.85808,7.12785,44281,2956,3
2010,31,6.773674327,6.83204,7.10178,44732,3029,1
2010,32,6.605855856,6.81869,7.08839,44400,2928,5
2010,33,6.792461337,6.8182,7.08787,44358,3010,3
2010,34,6.534296029,6.83054,7.10018,44320,2894,2
2010,35,6.886896832,6.85553,7.12513,44287,3048,2
2010,36,7.076071676,6.89277,7.16234,44813,3168,3
2010,37,7.064159292,6.94169,7.21123,45200,3189,4
2010,38,6.87522171,7.00158,7.27108,45104,3100,1
2010,39,7.116659302,7.07152,7.34099,45260,3215,6
2010,40,7.009667025,7.17123,7.51903,46550,3258,5
2010,41,7.442510209,7.25991,7.60749,46530,3456,7
2010,42,7.280996302,7.35655,7.70391,47054,3423,3
2010,43,7.525033306,7.45967,7.80682,46538,3497,5
2010,44,7.399590553,7.56771,7.91463,47381,3501,5
2010,45,7.461174184,7.67901,8.02572,48357,3605,3
2010,46,7.378224985,7.79191,8.1384,48101,3540,9
2010,47,7.583981223,7.90468,8.25096,47719,3606,13
2010,48,7.907395656,8.01564,8.36169,48853,3854,9
2010,49,7.639040892,8.12309,8.46893,50255,3826,13
2010,50,7.888050659,8.22543,8.57106,51166,4024,12
2010,51,8.084085501,8.32111,8.66651,50853,4093,18
2010,52,8.731093714,8.40867,8.75386,52628,4565,30
2011,1,9.073791636,8.4868,8.83178,53109,4766,53
2011,2,9.056697014,8.55431,8.89906,52613,4700,65
2011,3,9.089869437,8.61015,8.95469,52465,4702,67
2011,4,9.34441896,8.65347,8.99779,52320,4801,88
2011,5,9.207445788,8.68358,9.02769,52110,4692,106
2011,6,9.264202018,8.7,9.04389,52827,4744,150
2011,7,9.644214033,8.70243,9.0461,53431,4961,192
2011,8,9.879642761,8.69079,9.03424,52178,4982,173
2011,9,9.562317952,8.66519,9.00843,52184,4807,183
2011,10,9.441761638,8.62595,8.96897,51770,4723,165
2011,11,9.130674653,8.57358,8.91639,50752,4487,147
2011,12,8.88299369,8.5088,8.85139,49758,4326,94
2011,13,8.618178876,8.43248,8.77485,49442,4182,79
2011,14,8.29549564,8.34567,8.68782,49774,4054,75
2011,15,8.295532219,8.24957,8.59151,48279,3958,47
2011,16,8.181950904,8.14552,8.48724,47947,3891,32
2011,17,7.796553103,8.03496,8.37646,47521,3692,13
2011,18,7.948739602,7.91942,8.26071,47366,3745,20
2011,19,7.875442441,7.80052,8.14159,47464,3735,3
2011,20,7.680926343,7.67992,8.02077,46635,3575,7
2011,21,7.613080422,7.55928,7.89992,46604,3543,5
2011,22,7.562262193,7.4403,7.78072,46256,3493,5
2011,23,7.435423561,7.3246,7.66481,46534,3457,3
2011,24,7.259204489,7.21381,7.55379,45983,3333,5
2011,25,7.282031096,7.10943,7.4492,45729,3328,2
2011,26,7.287563921,7.01292,7.35247,45955,3346,3
2011,27,6.983668287,6.92557,7.26491,45678,3189,1
2011,28,6.947540332,6.84858,7.1877,45311,3146,2
2011,29,6.974657504,6.78298,7.12188,45694,3184,3
2011,30,6.653476792,6.72963,7.06831,44984,2990,3
2011,31,6.572985751,6.68921,7.02768,45687,3002,1
2011,32,6.684486072,6.66223,7.00048,45269,3024,2
2011,33,6.625327822,6.64899,6.98702,44994,2980,1
2011,34,6.823901472,6.64959,6.98741,44901,3061,3
2011,35,6.749423267,6.66394,7.00154,45515,3068,4
2011,36,6.653368794,6.69174,7.02912,45120,3000,2
2011,37,6.738084148,6.7325,7.06967,45087,3036,2
2011,38,6.956427252,6.78555,7.1225,46015,3200,1
2011,39,6.970184447,6.85004,7.18677,45379,3162,1
2011,40,6.970629729,6.89355,7.22882,46782,3257,4
2011,41,7.280536798,6.97958,7.31474,46796,3402,5
2011,42,7.079985508,7.07302,7.40807,46921,3317,5
2011,43,7.187599533,7.17248,7.50742,47095,3381,4
2011,44,7.272651756,7.27647,7.61131,48153,3494,8
2011,45,7.541273464,7.38344,7.71817,48639,3662,6
2011,46,7.564982325,7.4918,7.82642,48090,3636,2
2011,47,7.523285351,7.59994,7.93445,47240,3546,8
2011,48,7.668228324,7.70624,8.04064,47599,3642,8
2011,49,7.678575093,7.80913,8.14342,48733,3741,1
2011,50,7.85475725,7.90708,8.24126,49104,3849,8
2011,51,7.769271276,7.99862,8.3327,49374,3828,8
2011,52,7.967170453,8.08241,8.41637,49955,3970,10
2012,1,8.479120191,8.15718,8.49104,51102,4323,10
2012,2,8.343471606,8.22181,8.55556,50962,4245,7
2012,3,8.370907665,8.27534,8.60898,51010,4261,9
2012,4,8.448458027,8.31696,8.65049,50163,4227,11
2012,5,8.140332473,8.34602,8.67945,49568,4026,9
2012,6,8.109680266,8.36208,8.6954,49854,4024,19
2012,7,8.179700762,8.36486,8.69807,50662,4129,15
2012,8,8.292069481,8.3543,8.6874,50892,4191,29
2012,9,8.406218676,8.33051,8.6635,50879,4234,43
2012,10,8.681513599,8.2938,8.62668,50740,4346,59
2012,11,8.572442062,8.24467,8.57744,50744,4288,62
2012,12,8.349557881,8.18379,8.51646,49308,4060,57
2012,13,7.975231429,8.11203,8.44458,48287,3796,55
2012,14,8.01182038,8.03036,8.36281,48391,3829,48
2012,15,7.70626121,7.93996,8.2723,49064,3758,23
2012,16,7.622300393,7.84208,8.17431,48896,3690,37
2012,17,7.504729435,7.7381,8.07023,48103,3573,37
2012,18,7.437636029,7.6295,7.96152,47784,3527,27
2012,19,7.159214948,7.51781,7.84971,46723,3330,15
2012,20,7.117627032,7.4046,7.7364,46996,3329,16
2012,21,7.064485082,7.29147,7.62316,46755,3290,13
2012,22,6.835267023,7.18002,7.5116,46026,3138,8
2012,23,6.638762433,7.07181,7.40328,46349,3068,9
2012,24,6.747456613,6.96838,7.29974,46788,3153,4
2012,25,6.826656261,6.87116,7.20241,46128,3147,2
2012,26,6.862425939,6.78153,7.11267,46077,3159,3
2012,27,6.447052776,6.70073,7.03176,46688,3004,6
2012,28,6.607881559,6.62988,6.96081,45930,3033,2
2012,29,6.557091542,6.56997,6.90079,45935,3011,1
2012,30,6.330222982,6.52181,6.85252,45654,2889,1
2012,31,6.620209059,6.48604,6.81665,45920,3039,1
2012,32,6.570429829,6.46314,6.79364,46344,3040,5
2012,33,6.583304287,6.45339,6.78377,45904,3018,4
2012,34,6.425215942,6.45687,6.78715,46193,2964,4
2012,35,6.523897932,6.47348,6.80365,46322,3017,5
2012,36,6.667666852,6.50294,6.833,46658,3109,2
2012,37,6.82490659,6.54475,6.87471,46301,3160,0
2012,38,6.72440911,6.59828,6.92812,46413,3120,1
2012,39,6.784984086,6.66267,6.99241,47443,3217,2
2012,40,6.711759671,6.67667,7.03999,47901,3210,5
2012,41,6.914860391,6.76134,7.12446,48027,3315,6
2012,42,6.952222701,6.85463,7.21755,48747,3382,7
2012,43,7.086729669,6.95512,7.31783,47723,3376,6
2012,44,6.848223589,7.06129,7.42379,48947,3349,3
2012,45,6.887515253,7.17154,7.53383,49989,3434,9
2012,46,7.068168108,7.28421,7.6463,49730,3495,20
2012,47,6.981922711,7.39762,7.75951,49399,3430,19
2012,48,7.580785336,7.51007,7.87175,50628,3807,31
2012,49,7.72958051,7.61988,7.98135,51801,3940,64
2012,50,7.897042503,7.7254,8.08667,51361,3959,97
2012,51,8.256341181,7.82505,8.18612,52711,4208,144
2012,52,8.987148214,7.91735,8.27821,54934,4705,232
2013,1,10.16324114,8.00091,8.36156,59115,5599,409
2013,2,11.05025084,8.07448,8.43492,60795,6065,653
2013,3,11.10566522,8.13694,8.49718,59168,5938,633
2013,4,10.62711747,8.18735,8.54739,57852,5646,502
2013,5,10.0729383,8.22494,8.58477,56349,5284,392
2013,6,9.495762103,8.24912,8.60875,55688,5020,268
2013,7,9.360185219,8.25951,8.61893,54422,4885,209
2013,8,8.877543387,8.25591,8.61512,53472,4580,167
2013,9,8.732118288,8.23833,8.59734,53057,4485,148
2013,10,8.474735165,8.20699,8.5658,53335,4417,103
2013,11,8.510156736,8.16231,8.52091,53019,4403,109
2013,12,8.194895235,8.10488,8.46328,52069,4184,83
2013,13,8.176780646,8.03551,8.3937,51793,4179,56
2013,14,7.989479836,7.95515,8.31313,51330,4051,50
2013,15,7.810748628,7.86492,8.2227,50853,3937,35
2013,16,7.767617433,7.76609,8.12366,49539,3826,22
2013,17,7.470063905,7.66003,8.0174,48353,3585,27
2013,18,7.265133973,7.54824,7.9054,48368,3504,10
2013,19,7.104395375,7.43229,7.78925,47914,3393,11
2013,20,7.006315612,7.31381,7.67055,47343,3313,4
2013,21,6.893051973,7.19445,7.55099,47294,3248,12
2013,22,6.53032319,7.07589,7.43222,46598,3040,3
2013,23,7.131149286,6.95979,7.31592,46977,3342,8
2013,24,7.0424654,6.84777,7.20369,46532,3271,6
2013,25,6.732114793,6.74139,7.09711,46449,3123,4
2013,26,6.590776793,6.64213,6.99765,46383,3055,2
2013,27,6.391783524,6.55137,6.90668,46638,2976,5
2013,28,6.63578561,6.47035,6.82545,45767,3035,2
2013,29,6.607413831,6.40017,6.75507,46130,3041,7
2013,30,6.217919563,6.34179,6.69649,46173,2866,5
2013,31,6.362966495,6.29599,6.65047,46142,2929,7
2013,32,6.474820144,6.26334,6.61762,46009,2976,3
2013,33,6.544034215,6.24426,6.59834,45828,2996,3
2013,34,6.464795774,6.23895,6.59282,46003,2970,4
2013,35,6.261076291,6.24741,6.60108,46270,2891,6
2013,36,6.272350321,6.26946,6.62292,45581,2858,1
2013,37,6.473542912,6.30469,6.65795,46188,2983,7
2013,38,6.510578885,6.35254,6.70558,46555,3027,4
2013,39,6.546062503,6.41223,6.76507,46654,3043,11
2013,40,6.617956709,6.36132,6.77011,47492,3140,3
2013,41,6.652714358,6.45326,6.86185,47304,3135,12
2013,42,6.779126927,6.55439,6.96279,47602,3216,11
2013,43,6.622544297,6.66322,7.07142,47746,3151,11
2013,44,6.73063124,6.77811,7.18613,48777,3271,12
2013,45,7.041418909,6.89738,7.3052,48939,3429,17
2013,46,6.749782428,7.01924,7.42687,49409,3320,15
2013,47,6.973039463,7.1419,7.54933,49591,3430,28
2013,48,6.934750852,7.26355,7.67079,49288,3385,33
2013,49,7.155789971,7.38238,7.78943,50812,3594,42
2013,50,7.568276501,7.49666,7.90351,51848,3856,68
2013,51,7.657760524,7.60468,8.01135,52548,3917,107
2013,52,7.985910613,7.70487,8.11134,51954,3942,207
2014,1,9.083098302,7.79573,8.20201,53539,4512,351
2014,2,9.781089893,7.87593,8.28201,55822,4999,461
2014,3,10.03700447,7.94428,8.35017,54588,5005,474
2014,4,9.658576261,7.99977,8.40546,54097,4783,442
2014,5,9.27957308,8.04157,8.44707,53968,4623,385
2014,6,8.970566207,8.06905,8.47436,53408,4476,315
2014,7,8.648809303,8.08179,8.48691,53834,4385,271
2014,8,7.971826173,8.07959,8.48451,52673,3990,209
2014,9,7.793790502,8.06246,8.46718,51695,3868,161
2014,10,8.014981273,8.03061,8.43515,52065,4048,125
2014,11,7.791530693,7.98451,8.38885,51787,3942,93
2014,12,7.603260764,7.92477,8.32892,51399,3834,74
2014,13,7.589215532,7.85226,8.25622,50888,3797,65
2014,14,7.622622229,7.768,8.17176,50888,3824,55
2014,15,7.498373775,7.67317,8.07674,50731,3730,74
2014,16,7.310380741,7.56914,7.97251,49929,3595,55
2014,17,7.116097366,7.45737,7.86055,49915,3498,54
2014,18,7.132073193,7.33946,7.74245,49677,3490,53
2014,19,7.055434135,7.21708,7.61988,50330,3512,39
2014,20,6.777362899,7.09198,7.49458,47939,3222,27
2014,21,6.719058591,6.96593,7.36833,48608,3242,24
2014,22,6.548904019,6.84072,7.24293,48176,3140,15
2014,23,6.779377302,6.71812,7.12014,47792,3220,20
2014,24,6.766445787,6.59988,7.00171,47839,3222,15
2014,25,6.476542484,6.48767,6.88931,47618,3077,7
2014,26,6.323086324,6.38307,6.78451,47461,2998,3
2014,27,6.337092864,6.28754,6.68879,47435,3000,6
2014,28,6.302529859,6.20243,6.60349,47473,2988,4
2014,29,6.246295826,6.12893,6.52979,47244,2944,7
2014,30,6.336012214,6.06804,6.46871,47159,2985,3
2014,31,6.230582628,6.02061,6.42108,46994,2923,5
2014,32,6.038914143,5.98727,6.38755,47078,2842,1
2014,33,6.147330596,5.96845,6.36854,46752,2869,5
2014,34,6.163153619,5.96439,6.36428,46778,2877,6
2014,35,6.064762231,5.97507,6.37477,46663,2825,5
2014,36,6.249868346,6.00031,6.39981,47473,2966,1
2014,37,6.142087671,6.03967,6.43899,46971,2881,4
2014,38,6.231022004,6.09255,6.49168,48082,2990,6
2014,39,6.24315896,6.15813,6.55706,48421,3017,6
2014,40,6.370177397,6.23541,6.63414,48366,3075,6
2014,41,6.381685575,6.32322,6.72176,49360,3142,8
2014,42,6.291888379,6.42025,6.81859,49238,3085,13
2014,43,6.547655438,6.52503,6.92318,49071,3202,11
2014,44,6.470504214,6.63602,7.03397,49007,3154,17
2014,45,6.305706282,6.75156,7.14932,51049,3208,11
2014,46,6.445103858,6.86994,7.2675,50550,3240,18
2014,47,6.493061504,6.98939,7.38676,52533,3380,31
2014,48,6.68067713,7.10817,7.50534,51866,3419,46
2014,49,7.020171381,7.2245,7.62147,52748,3620,83
2014,50,7.383202002,7.33666,7.73344,53554,3785,169
2014,51,8.07366995,7.44301,7.83959,54622,4098,312
2014,52,8.524309274,7.54196,7.93834,56028,4264,512
2014,53,10.1910828,7.63206,8.02824,59346,5034,1014
2015,1,10.81133603,7.71197,8.10795,61750,5576,1100
2015,2,10.74681537,7.7805,8.17628,61153,5589,983
2015,3,10.05235066,7.83664,8.23221,58643,5184,711
2015,4,9.500453816,7.87954,8.27491,57292,4857,586
2015,5,9.10707437,7.90856,8.30373,57362,4740,484
2015,6,8.80847308,7.92325,8.31822,56650,4585,405
2015,7,8.445534596,7.92338,8.31814,56669,4501,285
2015,8,8.48601051,7.90891,8.30347,56328,4559,221
2015,9,8.382004177,7.88004,8.2744,56502,4546,190
2015,10,8.262757482,7.83716,8.23131,55732,4446,159
2015,11,7.960701497,7.78086,8.1748,54455,4196,139
2015,12,7.533707865,7.71192,8.10566,53400,3902,121
2015,13,7.410331604,7.63133,8.02486,53196,3843,99
2015,14,7.453674787,7.54022,7.93354,52833,3838,100
2015,15,7.565870359,7.43988,7.83299,52869,3925,75
2015,16,7.497820401,7.33173,7.72462,51615,3807,63
2015,17,7.19156128,7.21731,7.60998,51477,3652,50
2015,18,6.922972738,7.09822,7.49069,51683,3550,28
2015,19,6.896075725,6.97618,7.36842,50710,3475,22
2015,20,6.588911837,6.85289,7.24492,49386,3240,14
2015,21,6.803499057,6.73011,7.12192,49842,3373,18
2015,22,6.512647692,6.60957,7.00116,49258,3198,10
2015,23,6.475253489,6.49296,6.88433,49805,3214,11
2015,24,6.426128034,6.38194,6.77309,49112,3150,6
2015,25,6.52563789,6.27806,6.66898,49068,3198,4
2015,26,6.332507413,6.18276,6.57346,49238,3112,6
2015,27,6.308993585,6.09738,6.48785,48946,3081,7
2015,28,6.170057254,6.02309,6.41334,49254,3032,7
2015,29,6.191670435,5.96092,6.35094,48646,3009,3
2015,30,5.998192944,5.9117,6.30148,48698,2917,4
2015,31,6.110156687,5.87608,6.26563,48313,2948,4
2015,32,5.914580999,5.85451,6.24383,48186,2842,8
2015,33,6.068922823,5.84725,6.23634,48460,2935,6
2015,34,6.000206122,5.85434,6.24318,48515,2906,5
2015,35,6.038478894,5.8756,6.26421,48754,2941,3
2015,36,6.048312742,5.91066,6.29903,48807,2949,3
2015,37,6.165376682,5.95895,6.34708,48967,3013,6
2015,38,6.205245755,6.01971,6.40759,49297,3051,8
2015,39,6.272119142,6.09198,6.47962,48883,3060,6
2015,40,6.302356533,6.17466,6.56206,51092,3206,14
2015,41,6.299716193,6.26649,6.65364,50034,3145,7
2015,42,6.368188513,6.36607,6.75297,50925,3227,16
2015,43,6.313516512,6.47191,6.85855,50479,3170,17
2015,44,6.595145973,6.5824,6.96879,51174,3355,20
2015,45,6.388680881,6.69589,7.08203,50746,3228,14
2015,46,6.504535804,6.81068,7.19657,51810,3357,13
2015,47,6.507933425,6.92506,7.31069,51491,3337,14
2015,48,6.689971765,7.03731,7.42268,52063,3461,22
2015,49,6.617920667,7.14576,7.53087,53748,3537,20
2015,50,6.71169189,7.24878,7.63363,52267,3482,26
2015,51,6.672430644,7.34485,7.72944,53204,3535,15
2015,52,7.518725524,7.43252,7.81684,52602,3924,31
2016,1,7.658972476,7.51048,7.89454,55843,4245,32
2016,2,7.760404484,7.57756,7.96135,55577,4283,30
2016,3,7.396004998,7.63275,8.01628,55219,4048,36
2016,4,7.484325315,7.67521,8.05847,55663,4116,50
2016,5,7.521401625,7.70428,8.08727,55136,4086,61
2016,6,7.362328248,7.71952,8.10224,55458,3990,93
2016,7,7.477567298,7.72065,8.1031,56168,4051,149
2016,8,8.005724845,7.70763,8.08981,55198,4232,187
2016,9,8.059728183,7.68062,8.06252,55920,4250,257
2016,10,8.148596235,7.63995,8.02158,56206,4286,294
2016,11,8.253485518,7.58619,7.96754,54583,4154,351
2016,12,8.190410159,7.52007,7.90115,54808,4194,295
2016,13,7.745930513,7.44252,7.82332,53938,3896,282
2016,14,7.758891745,7.3546,7.73512,54067,3945,250
2016,15,7.640680501,7.25756,7.6378,53490,3891,196
2016,16,7.209919284,7.15275,7.53271,53149,3684,148
2016,17,6.908107473,7.04164,7.42132,51027,3398,127
2016,18,6.814901502,6.92579,7.30518,51270,3403,91
2016,19,6.498039216,6.80683,7.18593,51000,3240,74
2016,20,6.586221245,6.68641,7.06524,50469,3290,34
2016,21,6.393345217,6.56624,6.94477,50490,3198,30
2016,22,6.119246862,6.44798,6.82623,49712,3025,17
2016,23,6.394615061,6.33329,6.71125,49917,3175,17
2016,24,5.886595873,6.22375,6.60142,49910,2920,18
2016,25,5.817866715,6.12089,6.49828,49623,2875,12
2016,26,5.877859526,6.02613,6.40322,49746,2914,10
2016,27,5.883536561,5.94075,6.31756,49698,2914,10
2016,28,5.906883978,5.86593,6.24244,49637,2926,6
2016,29,5.625456612,5.80266,6.17888,49276,2767,5
2016,30,5.652138919,5.75179,6.12771,49698,2804,5
2016,31,5.754857997,5.71396,6.08959,49506,2847,2
2016,32,5.687461048,5.68964,6.06497,49741,2827,2
2016,33,5.764018551,5.67909,6.05413,49809,2866,5
2016,34,5.721845209,5.68239,6.05713,49512,2827,6
2016,35,5.796809133,5.6994,6.07385,49579,2869,5
2016,36,5.762779553,5.7298,6.10394,50080,2881,5
2016,37,6.211565811,5.77304,6.14689,49923,3093,8
2016,38,6.066438123,5.82843,6.20197,49881,3017,9
2016,39,5.961595861,5.89507,6.26832,50255,2985,11
2016,40,5.913936659,5.97192,6.34486,51404,3022,18
2016,41,6.14640884,6.05778,6.43043,52128,3193,11
2016,42,6.191559262,6.15133,6.52368,51441,3178,7
2016,43,6.067675697,6.25114,6.62319,51865,3130,17
2016,44,6.022070618,6.35569,6.72743,51743,3100,16
2016,45,6.14470904,6.46339,6.83482,52533,3209,19
2016,46,5.984696837,6.5726,6.94373,53453,3192,7
2016,47,6.167939506,6.68169,7.05251,53162,3257,22
2016,48,6.500714364,6.78899,7.15951,54594,3515,34
2016,49,6.616740408,6.8929,7.26311,55148,3616,33
2016,50,6.831898861,6.99185,7.36175,56002,3780,46
2016,51,6.751039977,7.08435,7.45394,56732,3738,92
2016,52,7.397379155,7.16899,7.53828,57615,4105,157
2017,1,8.110369292,7.24451,7.61348,59763,4558,289
2017,2,7.991144638,7.30975,7.67842,60980,4505,368
2017,3,8.422579394,7.36373,7.73208,59293,4621,373
2017,4,8.257102004,7.4056,7.77364,58047,4426,367
2017,5,8.219811062,7.43471,7.80244,58432,4452,351
2017,6,8.242149124,7.45061,7.81802,59038,4447,419
2017,7,8.488517246,7.453,7.8201,58479,4419,545
2017,8,8.533488883,7.44181,7.80859,58288,4369,605
2017,9,8.372921615,7.41716,7.78362,57256,4260,534
2017,10,8.168484785,7.37935,7.7455,57477,4223,472
2017,11,7.898545609,7.32888,7.69472,56656,4099,376
2017,12,7.73073889,7.26645,7.63197,57045,4091,319
2017,13,7.575893578,7.1929,7.5581,55703,3887,333
2017,14,7.409354605,7.10925,7.47413,55160,3821,266
2017,15,7.260166603,7.01665,7.38121,54861,3775,208
2017,16,6.87959299,6.91639,7.28063,53070,3489,162
2017,17,6.657284924,6.80987,7.17379,53295,3458,90
2017,18,6.401807927,6.69857,7.06216,52657,3308,63
2017,19,6.282581514,6.58403,6.9473,51985,3216,50
2017,20,6.200457317,6.46786,6.8308,52480,3201,53
2017,21,6.111198305,6.35165,6.71427,50972,3091,24
2017,22,5.934914937,6.23702,6.59932,51256,3019,23
2017,23,6.114590221,6.12557,6.48754,51418,3127,17
2017,24,6.079099159,6.01881,6.38045,50797,3069,19
2017,25,5.852133998,5.91823,6.27954,51195,2981,15
2017,26,5.855740166,5.82518,6.18616,50617,2954,10
2017,27,5.575070154,5.74093,6.10159,50959,2823,18
2017,28,6.10529686,5.66661,6.02694,49973,3047,4
2017,29,5.513994454,5.60321,5.9632,50127,2754,10
2017,30,5.785827155,5.55155,5.91121,49362,2853,3
2017,31,5.388623795,5.51227,5.8716,50087,2695,4
2017,32,5.430260565,5.48586,5.84486,50237,2722,6
2017,33,5.380093654,5.4726,5.83126,50185,2689,11
2017,34,5.577882343,5.47257,5.8309,49517,2755,7
2017,35,5.35292729,5.48569,5.84368,50832,2714,7
2017,36,5.562856751,5.51165,5.86931,50981,2824,12
2017,37,5.85754633,5.55,5.90731,51694,3021,7
2017,38,5.760296701,5.60006,5.95704,51230,2935,16
2017,39,5.661920807,5.66102,6.01766,51343,2888,19
2017,40,5.829975053,5.73191,6.08821,52110,3022,16
2017,41,5.853270774,5.81159,6.16755,51578,3001,18
2017,42,6.096346787,5.89883,6.25445,52228,3156,28
2017,43,6.283778641,5.99226,6.34754,52548,3279,23
2017,44,6.054509212,6.09046,6.44539,53679,3214,36
2017,45,6.051672988,6.1919,6.54649,53258,3178,45
2017,46,6.258020122,6.29504,6.64929,53771,3315,50
2017,47,6.003325942,6.39831,6.75221,54120,3201,48
2017,48,6.528487947,6.50013,6.85369,54760,3492,83
2017,49,6.556344995,6.59895,6.95217,55595,3527,118
2017,50,6.836325606,6.69328,7.04615,57370,3757,165
2017,51,7.29686581,6.78167,7.1342,59505,3983,359
2017,52,8.327058438,6.86278,7.21496,61090,4417,670
2018,1,9.560180284,6.93538,7.28721,66118,5158,1163
2018,2,10.54916721,6.99835,7.34983,67484,5582,1537
2018,3,10.87131409,7.05072,7.40186,64638,5401,1626
2018,4,10.55516604,7.09167,7.44246,62756,5176,1448
2018,5,10.22540849,7.12056,7.471,60956,4874,1359
2018,6,9.694896389,7.13691,7.487,61094,4682,1241
2018,7,9.658311302,7.14044,7.49018,59762,4594,1178
2018,8,9.198068302,7.13103,7.48042,57773,4423,891
2018,9,8.437009194,7.10878,7.45782,56667,4042,739
2018,10,8.006166675,7.07394,7.42263,57081,4063,507
2018,11,7.632882843,7.02698,7.37531,56309,3855,443
2018,12,7.416044776,6.96851,7.31649,55744,3788,346
2018,13,7.397355095,6.89932,7.24695,54898,3778,283
2018,14,7.225689733,6.82036,7.16765,55275,3694,300
2018,15,6.895052447,6.73272,7.07965,55199,3593,213
2018,16,6.623338148,6.63759,6.98417,54006,3425,152
